Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;10.МДК;11.Розн.3;01.Базовая цена;01.Базовая ценаПЛЮС100;Вид номенклатуры;Вид номенклатуры (НОВЫЙ);Дата первого прихода;Код цены;Кол-во в упак.;Конструктив;Материал изг.;Отделка;Подвид;Подвид (НОВЫЙ);Послеобрезной формат;Текст внутри;Формат открытки;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
73afc0bd-2657-11e6-80bd-ac162d84fef7;52.61.136;Футболка мужская 'У меня родился сын!' размер M (48);Футболка мужская 'У меня родился сын!' размер M (48);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.136.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.136.back.jpg;298;;595;439;878;Оформительская продукция (ОФО);Футболка;2016.06.21;675;1;футболка;хлопок;цветная печать;футболка;Рождение ребенка;М;нет;размер М;ЗАО 'ГК Горчаков';Рождение ребенка;;;
26f27ba6-265a-11e6-80bd-ac162d84fef7;52.61.140;Футболка мужская 'У меня родилась дочь!' размер L (50);Футболка мужская 'У меня родилась дочь!' размер L (50);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.140.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.140.back.jpg;338;;595;439;878;Оформительская продукция (ОФО);Футболка;2016.06.23;675;1;футболка;хлопок;цветная печать;футболка;Рождение ребенка;L;нет;размер L;ЗАО 'ГК Горчаков';Футболки;;;
26f27ba6-265a-11e6-80bd-ac162d84fef7;52.61.140;Футболка мужская 'У меня родилась дочь!' размер L (50);Футболка мужская 'У меня родилась дочь!' размер L (50);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.140.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.140.back.jpg;338;;595;439;878;Оформительская продукция (ОФО);Футболка;2016.06.23;675;1;футболка;хлопок;цветная печать;футболка;Рождение ребенка;L;нет;размер L;ЗАО 'ГК Горчаков';Рождение ребенка;;;
e07bc77b-1b39-11e6-80bd-ac162d84fef7;54.51.054;Виниловый магнит 'Приглашаем на свадьбу';Виниловый магнит 'Приглашаем на свадьбу';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.51.054.jpg;;1340;46,61;30,5;23,7;47,4;Оформительская продукция (ОФО);Приглашение;2016.06.03;617;10;магнит;винил;без отделки;магнит;Свадебное;94х106,5;нет;малый;ЗАО 'ГК Горчаков';Приглашения;Магниты;Свадьба;
cadb3e30-1b3f-11e6-80bd-ac162d84fef7;54.51.056;Виниловый магнит 'Приглашаем на свадьбу';Виниловый магнит 'Приглашаем на свадьбу';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.51.056.jpg;;1480;46,61;30,5;23,7;47,4;Оформительская продукция (ОФО);Приглашение;2016.06.03;617;10;магнит;винил;без отделки;магнит;Свадебное;94х106,5;нет;малый;ЗАО 'ГК Горчаков';Приглашения;Магниты;Свадьба;
cadb3e4c-1b3f-11e6-80bd-ac162d84fef7;54.51.058;Виниловый магнит 'Ждем Вас на нашей свадьбе';Виниловый магнит 'Ждем Вас на нашей свадьбе';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.51.058.jpg;;1340;46,61;30,5;23,7;47,4;Оформительская продукция (ОФО);Приглашение;2016.06.03;617;10;магнит;винил;без отделки;магнит;Свадебное;106,5х94;нет;малый;ЗАО 'ГК Горчаков';Приглашения;Магниты;Свадьба;
40b8c438-1b40-11e6-80bd-ac162d84fef7;54.51.062;Виниловый магнит 'Приглашаем на свадьбу';Виниловый магнит 'Приглашаем на свадьбу';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.51.062.jpg;;1300;46,61;30,5;23,7;47,4;Оформительская продукция (ОФО);Приглашение;2016.06.03;617;10;магнит;винил;без отделки;магнит;Свадебное;106,5х94;нет;малый;ЗАО 'ГК Горчаков';Приглашения;Магниты;Свадьба;
e07bc76d-1b39-11e6-80bd-ac162d84fef7;54.51.053;Виниловый магнит 'Приглашаем на свадьбу';Виниловый магнит 'Приглашаем на свадьбу';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.51.053.jpg;;1610;46,61;30,5;23,7;47,4;Оформительская продукция (ОФО);Приглашение;2016.06.03;617;10;магнит;винил;без отделки;магнит;Свадебное;94х106,5;нет;малый;ЗАО 'ГК Горчаков';Приглашения;Магниты;Свадьба;
40b8c446-1b40-11e6-80bd-ac162d84fef7;54.51.063;Виниловый магнит 'Приглашаем на свадьбу';Виниловый магнит 'Приглашаем на свадьбу';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.51.063.jpg;;1380;46,61;30,5;23,7;47,4;Оформительская продукция (ОФО);Приглашение;2016.06.03;617;10;магнит;винил;без отделки;магнит;Свадебное;106,5х94;нет;малый;ЗАО 'ГК Горчаков';Приглашения;Магниты;Свадьба;
3d5de23f-225d-11e6-80bd-ac162d84fef7;54.54.002;Шкатулка 'Семейная казна';Шкатулка 'Семейная казна';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.54.002.jpg;;1693;297,36;326;226,8;453,6;Оформительская продукция (ОФО);Копилка;2016.07.15;653;1;коробка;;ламинация, фольга;копилка;Свадьба и Венчание;105х235х60 мм;есть;коробка подарочная средняя;ЗАО 'ГК Горчаков';Шкатулки;Свадьба;;
3d5de231-225d-11e6-80bd-ac162d84fef7;54.54.001;Шкатулка 'Свадебная копилка';Шкатулка 'Свадебная копилка';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.54.001.jpg;;1680;297,36;326;226,8;453,6;Оформительская продукция (ОФО);Копилка;2016.07.15;653;1;коробка;;ламинация, фольга;копилка;Свадьба и Венчание;105х235х60 мм;есть;коробка подарочная средняя;ЗАО 'ГК Горчаков';Шкатулки;Свадьба;;
8cd09727-2257-11e6-80bd-ac162d84fef7;51.54.345;Шкатулка 'Мамины сокровища';Шкатулка 'Мамины сокровища';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.345.jpg;;1595;297,36;326;226,8;453,6;Оформительская продукция (ОФО);Коробка;2016.07.15;653;1;коробка;;ламинация, фольга;копилка;Прочие надписи;105х235х60 мм;есть;коробка подарочная средняя;ЗАО 'ГК Горчаков';Рождение ребенка;;;
3d5de223-225d-11e6-80bd-ac162d84fef7;51.54.346;Шкатулка 'Мамины сокровища';Шкатулка 'Мамины сокровища';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.346.jpg;;1614;297,36;326;226,8;453,6;Оформительская продукция (ОФО);Коробка;2016.07.15;653;1;коробка;;ламинация, фольга;копилка;Прочие надписи;105х235х60 мм;есть;коробка подарочная средняя;ЗАО 'ГК Горчаков';Рождение ребенка;;;
8cd09727-2257-11e6-80bd-ac162d84fef7;51.54.345;Шкатулка 'Мамины сокровища';Шкатулка 'Мамины сокровища';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.345.jpg;;1595;297,36;326;226,8;453,6;Оформительская продукция (ОФО);Коробка;2016.07.15;653;1;коробка;;ламинация, фольга;копилка;Прочие надписи;105х235х60 мм;есть;коробка подарочная средняя;ЗАО 'ГК Горчаков';Для новорожденных;Шкатулки;;
3d5de23f-225d-11e6-80bd-ac162d84fef7;54.54.002;Шкатулка 'Семейная казна';Шкатулка 'Семейная казна';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.54.002.jpg;;1693;297,36;326;226,8;453,6;Оформительская продукция (ОФО);Копилка;2016.07.15;653;1;коробка;;ламинация, фольга;копилка;Свадьба и Венчание;105х235х60 мм;есть;коробка подарочная средняя;ЗАО 'ГК Горчаков';Свадебные;Шкатулки;;
3d5de231-225d-11e6-80bd-ac162d84fef7;54.54.001;Шкатулка 'Свадебная копилка';Шкатулка 'Свадебная копилка';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/54/54.54.001.jpg;;1680;297,36;326;226,8;453,6;Оформительская продукция (ОФО);Копилка;2016.07.15;653;1;коробка;;ламинация, фольга;копилка;Свадьба и Венчание;105х235х60 мм;есть;коробка подарочная средняя;ЗАО 'ГК Горчаков';Свадебные;Шкатулки;;
